 TimeStamp Joystick.output Plant.Output Automatic.atposition Automatic.output
 1.29588e+09               0            0                    0                0 
 0.00678971          -            0          -                0 
 0.0167882          -            0          -                0 
  0.026792          -            0          -                0 
   0.03679          -            0          -                0 
  0.046792          -            0          -                0 
  0.056788          -            0          -                0 
 0.0667971          -            0          -                0 
 0.0767886          -            0          -                0 
 0.0867915          -            0          -                0 
 0.0967885          -            0          -                0 
  0.106788          -            0          -                0 
  0.116795          -            0          -                0 
  0.126788          -            0          -                0 
  0.136789          -            0          -                0 
  0.146792          -            0          -                0 
  0.156788          -            0          -                0 
  0.166788          -            0          -                0 
  0.176787          -            0          -                0 
  0.186789          -            0          -                0 
  0.196792          -            0          -                0 
  0.206788          -            0          -                0 
   0.21679          -            0          -                0 
  0.226791          -            0          -                0 
  0.236788          -            0          -                0 
   0.24679          -            0          -                0 
   0.25679          -            0          -                0 
  0.266788          -            0          -                0 
  0.276788          -            0          -                0 
  0.286788          -            0          -                0 
  0.296792          -            0          -                0 
  0.306789          -            0          -                0 
   0.31679          -            0          -                0 
  0.326795          -            0          -                0 
  0.336769          -            0          -                0 
  0.346761          -            0          -                0 
  0.356761          -            0          -                0 
  0.366792          -            0          -                0 
   0.37679          -            0          -                0 
  0.386791          -            0          -                0 
  0.396792          -            0          -                0 
  0.406791          -            0          -                0 
  0.416789          -            0          -                0 
  0.426791          -            0          -                0 
   0.43679          -            0          -                0 
  0.446793          -            0          -                0 
  0.456793          -            0          -                0 
  0.466793          -            0          -                0 
  0.476788          -            0          -                0 
   0.48679          -            0          -                0 
  0.496793          -            0          -                0 
  0.506792          -            0          -                0 
   0.51679          -            0          -                0 
   0.52679          -            0          -                0 
  0.536788          -            0          -                0 
  0.546788          -            0          -                0 
  0.556792          -            0          -                0 
  0.566788          -            0          -                0 
   0.57679          -            0          -                0 
  0.586791          -            0          -                0 
  0.596792          -            0          -                0 
  0.606789          -            0          -                0 
  0.616791          -            0          -                0 
  0.626791          -            0          -                0 
   0.63679          -            0          -                0 
  0.646789          -            0          -                0 
  0.656791          -            0          -                0 
  0.666793          -            0          -                0 
  0.676788          -            0          -                0 
  0.686793          -            0          -                0 
  0.696791          -            0          -                0 
  0.706788          -            0          -                0 
  0.716789          -            0          -                0 
  0.726788          -            0          -                0 
  0.736792          -            0          -                0 
  0.746788          -            0          -                0 
  0.756788          -            0          -                0 
  0.766787          -            0          -                0 
   0.77679          -            0          -                0 
  0.786788          -            0          -                0 
  0.796791          -            0          -                0 
   0.80679          -            0          -                0 
  0.816792          -            0          -                0 
  0.826793          -            0          -                0 
  0.836792          -            0          -                0 
  0.846792          -            0          -                0 
  0.856803          -            0          -                0 
   0.86679          -            0          -                0 
